helper,audit_status,current_effect,allocation_class,perry_heap_allocation,may_collect,may_reenter_js,reason,proof,runtime_locations,declaration_locations,literal_direct_call_locations,declaration_occurrences,literal_direct_call_occurrences,dynamic_calls,dynamic_window,dynamic_binary_sha256
js_set_value_raw_at,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1928,crates/perry-codegen/src/runtime_decls/strings.rs:1244,crates/perry-codegen/src/expr/arrays_finds.rs:625,1,1,,,
js_set_values_iter_obj,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/collection_iter_object.rs:161,crates/perry-codegen/src/runtime_decls/strings.rs:1265,,1,0,,,
js_setenv,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/process/env_misc.rs:992,crates/perry-codegen/src/runtime_decls/strings.rs:903,crates/perry-codegen/src/codegen/entry.rs:689;crates/perry-codegen/src/expr/property_set.rs:481;crates/perry-codegen/src/expr/proxy_reflect.rs:1780;crates/perry-codegen/src/expr/proxy_reflect.rs:1799,1,4,,,
js_shadow_frame_pop,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/gc/roots/shadow_stack.rs:523,crates/perry-codegen/src/native_emit.rs:926;crates/perry-codegen/src/runtime_decls/arrays.rs:136,,2,0,,,
js_shadow_frame_push,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/gc/roots/shadow_stack.rs:429,crates/perry-codegen/src/runtime_decls/arrays.rs:135,,1,0,,,
js_shadow_slot_bind,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/gc/roots/shadow_stack.rs:624,crates/perry-codegen/src/function/precise_roots.rs:328;crates/perry-codegen/src/gc_call_effects.rs:1055;crates/perry-codegen/src/native_emit.rs:927;crates/perry-codegen/src/native_emit.rs:1136;crates/perry-codegen/src/runtime_decls/arrays.rs:138,crates/perry-codegen/src/block.rs:1738;crates/perry-codegen/src/codegen/closure.rs:672;crates/perry-codegen/src/codegen/closure.rs:760;crates/perry-codegen/src/codegen/closure.rs:806;crates/perry-codegen/src/codegen/closure.rs:945;crates/perry-codegen/src/codegen/function.rs:748;crates/perry-codegen/src/codegen/method.rs:334;crates/perry-codegen/src/codegen/method.rs:344;crates/perry-codegen/src/codegen/method.rs:1521;crates/perry-codegen/src/codegen/method.rs:1531;crates/perry-codegen/src/expr/shadow_inline.rs:147;crates/perry-codegen/src/expr/shadow_slot.rs:297;crates/perry-codegen/src/expr/shadow_slot.rs:311,5,13,,,
js_shadow_slot_set,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/gc/roots/shadow_stack.rs:590,crates/perry-codegen/src/runtime_decls/arrays.rs:137,crates/perry-codegen/src/expr/instance_misc1.rs:179;crates/perry-codegen/src/expr/shadow_inline.rs:151;crates/perry-codegen/src/expr/shadow_slot.rs:201;crates/perry-codegen/src/stmt/masked_window_region.rs:807,1,4,,,
js_shared_array_buffer_new,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/buffer/from.rs:812,crates/perry-codegen/src/runtime_decls/strings_part2.rs:682,,1,0,,,
js_shared_array_buffer_new_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/buffer/from.rs:825,crates/perry-codegen/src/runtime_decls/strings_part2.rs:684,,1,0,,,
js_sharp_auto_orient,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:112,,1,0,,,
js_sharp_avif,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:113,,1,0,,,
js_sharp_blur,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:114,,1,0,,,
js_sharp_composite,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:115,,1,0,,,
js_sharp_extend,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:116,,1,0,,,
js_sharp_extract,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:117,,1,0,,,
js_sharp_flip,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:118,,1,0,,,
js_sharp_flop,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:119,,1,0,,,
js_sharp_from_buffer,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:120,,1,0,,,
js_sharp_from_file,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:121,,1,0,,,
js_sharp_from_input,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:122,,1,0,,,
js_sharp_grayscale,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:123,,1,0,,,
js_sharp_metadata,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:124,,1,0,,,
js_sharp_negate,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/closure/v8_stubs.rs:303,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:127,,1,0,,,
js_sharp_quality,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/closure/v8_stubs.rs:307,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:128,,1,0,,,
js_sharp_resize,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:129,,1,0,,,
js_sharp_rotate,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:130,,1,0,,,
js_sharp_sharpen,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:125,,1,0,,,
js_sharp_to_buffer,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:131,,1,0,,,
js_sharp_to_file,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:132,,1,0,,,
js_sharp_to_format,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/closure/v8_stubs.rs:311,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:133,,1,0,,,
js_sharp_trim,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:126,,1,0,,,
js_short_packed_spread_values,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/flat_clone.rs:122,crates/perry-codegen/src/runtime_decls/arrays.rs:235,crates/perry-codegen/src/expr/call_spread_short.rs:245,1,1,,,
js_sleep_ms,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/timer.rs:298,crates/perry-codegen/src/runtime_decls/strings_part2.rs:734,,1,0,,,
js_spread_tail_fallback_args,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_call_method.rs:568,crates/perry-codegen/src/runtime_decls/arrays.rs:238,crates/perry-codegen/src/expr/call_spread_short.rs:394,1,1,,,
js_sqlite_close,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:94,,1,0,,,
js_sqlite_exec,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:95,,1,0,,,
js_sqlite_open,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:96,crates/perry-codegen/src/lower_call/builtin.rs:771,1,1,,,
js_sqlite_pragma,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:97,,1,0,,,
js_sqlite_prepare,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:98,,1,0,,,
js_sqlite_stmt_all,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:99,,1,0,,,
js_sqlite_stmt_columns,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:100,,1,0,,,
js_sqlite_stmt_get,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:101,,1,0,,,
js_sqlite_stmt_run,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:102,,1,0,,,
js_sqlite_transaction,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:103,,1,0,,,
js_sqlite_transaction_commit,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:104,,1,0,,,
js_sqlite_transaction_rollback,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:105,,1,0,,,
