helper,audit_status,current_effect,allocation_class,perry_heap_allocation,may_collect,may_reenter_js,reason,proof,runtime_locations,declaration_locations,literal_direct_call_locations,declaration_occurrences,literal_direct_call_occurrences,dynamic_calls,dynamic_window,dynamic_binary_sha256,post-opt_callsites,post-opt_statepoints,post-opt_gc_live_operands,post-rs4gc_callsites,post-rs4gc_statepoints,post-rs4gc_gc_live_operands,pre-rs4gc_callsites,pre-rs4gc_statepoints,pre-rs4gc_gc_live_operands
js_throw_error_with_code,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/error.rs:496,crates/perry-codegen/src/runtime_decls/strings.rs:401,crates/perry-codegen/src/expr/dyn_extern_i18n.rs:518,1,1,,,,2,2,0,2,2,0,2,0,0
js_throw_reference_error_this_before_super,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/error.rs:1393,crates/perry-codegen/src/runtime_decls/strings.rs:1629,crates/perry-codegen/src/codegen/method.rs:1280;crates/perry-codegen/src/expr/this_super_call.rs:84;crates/perry-codegen/src/expr/this_super_call.rs:122;crates/perry-codegen/src/lower_call/new.rs:1209,1,4,,,,1888,1888,8,1900,1900,8,5220,0,0
js_throw_type_error_property_access,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/error.rs:1748,crates/perry-codegen/src/runtime_decls/strings.rs:383,crates/perry-codegen/src/expr/property_get/generic_dispatch.rs:1031;crates/perry-codegen/src/expr/property_get/helpers.rs:859;crates/perry-codegen/src/expr/property_get.rs:1813;crates/perry-codegen/src/expr/property_set.rs:362,1,4,,,,12145,12135,246,12159,12135,246,12161,0,0
js_timer_has_pending,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/timer.rs:257,crates/perry-codegen/src/runtime_decls/strings_part2.rs:781,crates/perry-codegen/src/codegen/entry.rs:211;crates/perry-codegen/src/expr/fs_await.rs:238,1,2,,,,339,291,612,339,291,612,339,0,0
js_timer_validate_callback,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/timer.rs:992,crates/perry-codegen/src/runtime_decls/strings_part2.rs:797,crates/perry-codegen/src/expr/instance_misc1.rs:1119;crates/perry-codegen/src/expr/instance_misc1.rs:1142;crates/perry-codegen/src/expr/instance_misc1.rs:1175;crates/perry-codegen/src/lower_call/extern_timers.rs:104;crates/perry-codegen/src/lower_call/extern_timers.rs:128;crates/perry-codegen/src/lower_call/extern_timers.rs:147;crates/perry-codegen/src/lower_call/extern_timers.rs:165;crates/perry-codegen/src/lower_call/extern_timers.rs:218;crates/perry-codegen/src/lower_call/extern_timers.rs:243;crates/perry-codegen/src/lower_call/extern_timers.rs:265,1,10,,,,517,513,680,517,513,680,517,0,0
js_timer_wrap_id,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/timer.rs:486,crates/perry-codegen/src/runtime_decls/strings_part2.rs:798,crates/perry-codegen/src/lower_call/extern_timers.rs:115;crates/perry-codegen/src/lower_call/extern_timers.rs:138;crates/perry-codegen/src/lower_call/extern_timers.rs:153;crates/perry-codegen/src/lower_call/extern_timers.rs:175;crates/perry-codegen/src/lower_call/extern_timers.rs:233;crates/perry-codegen/src/lower_call/extern_timers.rs:253;crates/perry-codegen/src/lower_call/extern_timers.rs:280;crates/perry-codegen/src/lower_call/namespace_call.rs:126;crates/perry-codegen/src/lower_call/namespace_call.rs:142;crates/perry-codegen/src/lower_call/namespace_call.rs:158;crates/perry-codegen/src/lower_call/namespace_call.rs:174;crates/perry-codegen/src/lower_call/namespace_call.rs:187;crates/perry-codegen/src/lower_call/namespace_call.rs:201,1,13,,,,417,413,540,417,413,540,417,0,0
js_to_numeric,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/value/dynamic_arith.rs:485,crates/perry-codegen/src/runtime_decls/strings.rs:1360,crates/perry-codegen/src/expr/literals_vars.rs:935;crates/perry-codegen/src/expr/member_update.rs:81;crates/perry-codegen/src/expr/member_update.rs:337;crates/perry-codegen/src/expr/member_update.rs:441,1,4,,,,1932,1914,9163,1933,1915,9173,1935,0,0
js_to_property_key,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/property_key.rs:14,crates/perry-codegen/src/runtime_decls/strings_part2.rs:295,crates/perry-codegen/src/expr/proxy_reflect.rs:1792,1,1,,,,160,159,747,160,159,747,160,0,0
js_trace_events_flush_output,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/node_submodules/trace_events.rs:619,crates/perry-codegen/src/runtime_decls/strings.rs:1004,crates/perry-codegen/src/codegen/entry.rs:1391,1,1,,,,1,1,0,1,1,0,1,0,0
js_transition_ic_spill_append,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/proxy/put_value.rs:921,crates/perry-codegen/src/runtime_decls/objects.rs:524,crates/perry-codegen/src/expr/proxy_reflect.rs:1435,1,1,,,,23282,1635,6574,23290,1635,6574,23326,0,0
js_try_end,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/exception.rs:262,crates/perry-codegen/src/runtime_decls/strings_part2.rs:764,crates/perry-codegen/src/stmt/mod.rs:125;crates/perry-codegen/src/stmt/mod.rs:130;crates/perry-codegen/src/stmt/mod.rs:311;crates/perry-codegen/src/stmt/mod.rs:336;crates/perry-codegen/src/stmt/mod.rs:354;crates/perry-codegen/src/stmt/mod.rs:373;crates/perry-codegen/src/stmt/mod.rs:382;crates/perry-codegen/src/stmt/mod.rs:440;crates/perry-codegen/src/stmt/mod.rs:464;crates/perry-codegen/src/stmt/mod.rs:541;crates/perry-codegen/src/stmt/mod.rs:561;crates/perry-codegen/src/stmt/try_stmt.rs:135;crates/perry-codegen/src/stmt/try_stmt.rs:141;crates/perry-codegen/src/stmt/try_stmt.rs:183;crates/perry-codegen/src/stmt/try_stmt.rs:188,1,15,,,,62920,60353,154461,63200,60351,154481,66316,0,0
js_tty_isatty,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/tty.rs:370,crates/perry-codegen/src/runtime_decls/strings.rs:1053,crates/perry-codegen/src/expr/misc_methods.rs:835,1,1,,,,3,2,5,3,2,5,3,0,0
js_typed_array_get,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typedarray/access.rs:38,crates/perry-codegen/src/runtime_decls/strings_part2.rs:104,crates/perry-codegen/src/expr/index_get.rs:1282,1,1,,,,7,7,0,7,7,0,7,0,0
js_typed_array_index_get_dynamic,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typedarray/access.rs:272,crates/perry-codegen/src/runtime_decls/strings_part2.rs:117,crates/perry-codegen/src/expr/arrays_finds.rs:968;crates/perry-codegen/src/expr/index_get.rs:1227;crates/perry-codegen/src/expr/index_get.rs:1317,1,3,,,,65,65,925,65,65,925,65,0,0
js_typed_array_index_set_dynamic,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typedarray_props.rs:875,crates/perry-codegen/src/runtime_decls/strings_part2.rs:120,crates/perry-codegen/src/expr/arrays_finds.rs:1074;crates/perry-codegen/src/expr/index_set.rs:536;crates/perry-codegen/src/expr/index_set.rs:577;crates/perry-codegen/src/expr/index_set.rs:656,1,4,,,,54,54,308,54,54,308,54,0,0
js_typed_array_new,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typedarray/construct.rs:28,crates/perry-codegen/src/runtime_decls/strings_part2.rs:99,crates/perry-codegen/src/expr/arrays_finds.rs:1302,1,1,,,,41,41,176,41,41,176,44,0,0
js_typed_array_new_empty,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typedarray/construct.rs:13,crates/perry-codegen/src/runtime_decls/strings_part2.rs:96,crates/perry-codegen/src/expr/arrays_finds.rs:1261;crates/perry-codegen/src/expr/arrays_finds.rs:1279;crates/perry-codegen/src/expr/arrays_finds.rs:1289,1,3,,,,21,20,59,21,20,59,21,0,0
js_typed_array_read_f64,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typedarray/access.rs:199,crates/perry-codegen/src/runtime_decls/strings_part2.rs:111,crates/perry-codegen/src/expr/ta_param_f64_read.rs:337,1,1,,,,8,8,26,8,8,26,8,0,0
js_typed_array_set,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typedarray/access.rs:329,crates/perry-codegen/src/runtime_decls/strings_part2.rs:119,crates/perry-codegen/src/expr/index_set.rs:609,1,1,,,,12,12,26,12,12,26,12,0,0
js_typed_array_view,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typedarray_view.rs:60,crates/perry-codegen/src/runtime_decls/strings_part2.rs:102,crates/perry-codegen/src/lower_call/builtin.rs:329,1,1,,,,4,4,7,4,4,7,4,0,0
js_typed_feedback_array_index_get_fallback_boxed,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typed_feedback.rs:2228,crates/perry-codegen/src/runtime_decls/objects.rs:444,crates/perry-codegen/src/expr/index_get/guarded_array.rs:509,1,1,,,,3197,3152,19685,3199,3154,19691,3206,0,0
js_typed_feedback_array_index_set_fallback_boxed,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typed_feedback.rs:2592,crates/perry-codegen/src/runtime_decls/objects.rs:475,crates/perry-codegen/src/expr/index.rs:402;crates/perry-codegen/src/expr/index_set.rs:1027,1,2,,,,193,182,2124,193,182,2124,200,0,0
js_typed_feedback_array_set_f64_extend,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typed_feedback.rs:2408,crates/perry-codegen/src/runtime_decls/objects.rs:454,crates/perry-codegen/src/expr/index_set.rs:1290;crates/perry-codegen/src/expr/index_set.rs:1357;crates/perry-codegen/src/expr/index_set.rs:1418;crates/perry-codegen/src/expr/index_set.rs:1448,1,4,,,,3,3,4,3,3,4,3,0,0
js_typed_feedback_array_set_index_or_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typed_feedback.rs:2731,crates/perry-codegen/src/runtime_decls/objects.rs:491,crates/perry-codegen/src/expr/index_set.rs:324;crates/perry-codegen/src/expr/index_set.rs:833,1,2,,,,92,92,655,92,92,655,93,0,0
js_typed_feedback_array_set_string_key,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typed_feedback.rs:2710,crates/perry-codegen/src/runtime_decls/objects.rs:485,crates/perry-codegen/src/expr/index_set.rs:770;crates/perry-codegen/src/expr/index_set.rs:1617,1,2,,,,4,4,69,4,4,69,26,0,0
js_typed_feedback_class_field_get_guard,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typed_feedback/guards.rs:414,crates/perry-codegen/src/runtime_decls/objects.rs:201,crates/perry-codegen/src/expr/property_get/helpers.rs:770;crates/perry-codegen/src/expr/property_get.rs:1706;crates/perry-codegen/src/lower_call/method_override.rs:1236,1,3,,,,20,1,6,20,1,6,20,0,0
js_typed_feedback_closure_direct_call_guard,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typed_feedback/guards.rs:1122,crates/perry-codegen/src/runtime_decls/objects.rs:246,crates/perry-codegen/src/lower_call/early_branches.rs:681,1,1,,,,1661,335,1576,1661,335,1576,1663,0,0
js_typed_feedback_maybe_dump_trace,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typed_feedback/trace.rs:319,crates/perry-codegen/src/runtime_decls/mod.rs:44,,1,0,,,,1,0,0,2,0,0,2,0,0
js_typed_feedback_native_call_method_by_id,reviewed,Unknown,may allocate,may,may,may,"Dynamic dispatch can invoke arbitrary generated JS, Proxy apply/get, accessor or native constructor routes; plain successful RegExp.test arm does not cover whole dispatcher. by-id/feedback wrappers ultimately forward to same method dispatcher.","closure/dispatch/value_call.rs:31-106; object/native_call_method.rs:500-536,660,1206; typed_feedback/guards.rs:853-917",crates/perry-runtime/src/typed_feedback/guards.rs:903,crates/perry-codegen/src/runtime_decls/objects.rs:220,crates/perry-codegen/src/lower_call/console_promise.rs:775,1,1,,,,33190,32857,204181,33188,32855,204188,33289,0,0
js_typed_feedback_numeric_array_index_get_guard,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typed_feedback.rs:2003,crates/perry-codegen/src/module.rs:1655;crates/perry-codegen/src/runtime_decls/objects.rs:395,crates/perry-codegen/src/expr/index_get/guarded_array.rs:451;crates/perry-codegen/src/stmt/loops.rs:953,2,2,,,,32,0,0,32,0,0,32,0,0
js_typed_feedback_numeric_array_index_set_guard,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/typed_feedback.rs:2496,crates/perry-codegen/src/runtime_decls/objects.rs:464,crates/perry-codegen/src/expr/index_set.rs:1009;crates/perry-codegen/src/expr/index_set_packed_loop.rs:342,1,2,,,,40,0,0,40,0,0,40,0,0
